Идентификатор,Комнатность,Новостройка,Метро/Район,Время до метро,Улица,Дом,Этаж,Площадь общая,Площадь жилая,Площадь кухни,Цена в руб.,Цена в долл.,Цена в евро,Источник получения,Дата объявления,Контакты,На сайте,Описание
22919463,3/3,Нет,Третьяковская,,Лаврушинский пер.,11,5/6,253,,,207 944 000,5 910 858,4 364 830,Усадьба (Миэль),29.08.2013 7:20:07,"Тел.: (495) 777-07-70, http://usadba.ru, mailto:nevskaya@usadba.ru",http://usadba.ru/city_sale/apartment/zamoskvoreche/7600.html,"Квартира 3-комн., общ.пл.-253, жил.пл.-?, кухня-?, метро или район:Третьяковская, адрес:Москва, Лаврушинский пер., 11/1, этаж/этажность -5/6, балкон:Б, телефон-ЕСТЬ, санузел-3 с/у, 3-комнатная квартира 253 кв.м «под ключ». Дизайнерские ремонт и мебель, 2 спальни, кухня-гостиная, 3 с/у, 2 гардеробные, балкон. 1 м/м в подземном паркинге – 100 000 долл. Достоинствами дома являются современная инженерия, дорогостоящая внутренняя и внешняя отделка дома, фасад отделан гранитом, презентабельная вхо ..."
23790614,3/3,Нет,Цветной бульвар,2п,Цветной б-р,2,13/15,230,144.9,25,208 969 200,5 940 000,4 386 349,"ООО ""ЛюксДом""",02.12.2013 20:20:01,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL1299&sa=buy,"Квартира 3-комн., общ.пл.-230, жил.пл.-144.9, кухня-25, метро или район:Цветной бульвар, 2 мин. п, адрес:Москва, Цветной б-р, 2, этаж/этажность -13/15, ЖК ""Легенда Цветного"". Северная башня. Роскошная квартира с ремонтом в спокойном современном стиле. Дорогие материалы, частично меблирована. Система умный дом. Ремонт делали для себя, никто не жил. Разумно спланирована: просторная гостиная, кухня, две спальни со своими санузлами, гардеробная, гостевой санузел, постирочная. Шикарные виды на це ..."
23646368,5/5,Нет,Кропоткинская,5п,Остоженка,25,8/5,215,150,20,209 321 000,5 950 000,4 393 733,Бест.Центр Заг.Недв.,06.11.2013 10:05:20,"Тел.: +7-916-740-14-07, http://http://www.9256601.ru/item8433.html, mailto:dom@9256601.ru",,"Квартира 5-комн., общ.пл.-215, жил.пл.-150, кухня-20, метро или район:Кропоткинская, 5 мин. п, адрес:Москва, Остоженка, 25/1, этаж/этажность -8/5, телефон-ЕСТЬ, Лот N 8433. ""Золотая миля"", Жилой комплекс ""Опера Хаус"". Дом класса De Luxe. В доме расположен Музыкальный центр имени Галины Вишневской. м. Кропоткинская - Парк Культуры, ул. Остоженка, 25 стр.1., 5 комн. кв-ра, 8/9 мон. дома класса ДеЛюкс, общ. пл. 215 кв.м, 2 действующих камина, 2 балкона 3 санузла. Шикарная квартира с великолепны ..."
24028815,4/4,Нет,Смоленская,5п,Плотников пер.,1,4/4,248.5,139.2,25,209 982 500,5 968 803,4 407 619,"ООО ""ЛюксДом""",24.01.2014 19:05:01,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL1409&sa=buy,"Квартира 4-комн., общ.пл.-248.5, жил.пл.-139.2, кухня-25, метро или район:Смоленская, 5 мин. п, адрес:Москва, Плотников пер., 1, этаж/этажность -4/4, ЖК ""Плотникоff"". Предлагается квартира без отделки, свободной планировки. Клубный дом рассчитан на проживание всего пяти семей и отличается роскошью. Отделка фасада дома и общественных зон только эксклюзивными и высококачественными материалами. Огороженная территория, круглосуточная охрана, видеонаблюдение. Благоустроенный внутренний дворик. По ..."
24043076,5,Нет,Чеховская,,"Дмитровский пер. д. 7 ""Петров Дом""",,4/7,316,,,210 700 000,5 989 198,4 422 679,Н&Ц,31.01.2014 4:35:10,Тел.: 8-925-506-7713,,"Квартира 5-комн., общ.пл.-316, жил.пл.-?, кухня-?, метро или район:Чеховская, адрес:Москва, Дмитровский пер. д. 7 ""Петров Дом"", , этаж/этажность -4/7, элитного малокварт-го дома. Без отделки, окна на три стороны, терраса. Проф. охрана, подз. паркинг, Цена:210.7 млн. руб."
22165268,3/3,Нет,Полянка,2п,Полянка М.,2,3/9,184.7,116.4,21,211 080 000,6 000 000,4 430 656,"ООО ""ЛюксДом""",05.06.2013 19:05:07,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL1129&sa=buy,"Квартира 3-комн., общ.пл.-184.7, жил.пл.-116.4, кухня-21, метро или район:Полянка, 2 мин. п, адрес:Москва, Полянка М., 2, этаж/этажность -3/9, ЖК «Онегин». Роскошная квартира для самого комфортного проживания. Квартира расположена на высоком 3 этаже, высота потолков 3,5 м. Высококачественный ремонт в стиле современной классики, дизайнерская мебель. В отделке использованы дорогие натуральные материалы, много камня. Спланировано: большая зона кухни-гостиной, две спальни со своими санузлами, ро ..."
24006597,6,Нет,Библиотека им. Ленина,10п,пер. Романов,5,3/6,245.00,0.00,,211 080 000,6 000 000,4 430 656,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com",,"Квартира 6-комн., общ.пл.-245.00, жил.пл.-0.00, кухня-?, метро или район:Библиотека им. Ленина, 10 мин. п, адрес:Москва, пер. Романов, 5, этаж/этажность -3/6, Известный дом с богатой историей построен по проекту архитектора Чернецова в 1915 году. Уютный зеленый внутренний двор с фонтаном, красивый подъезд, роскошные входные группы.Пятикомнатная квартира 245 кв.м с отделкой в классическом стиле. Удобная функциональная планировка: гостиная, кухня, 4 спальни, 2 гардеробные, 2 санузла, балкон, п ..."
20516817,4/4,Нет,Пушкинская,,Богословский пер,12А,8/8,150,,,211 469 000,6 011 057,4 438 821,Усадьба (Миэль),18.12.2012 9:05:19,"Тел.: (495) 777-07-70, http://usadba.ru, mailto:nat-nem4aninova@usadba.ru",http://usadba.ru/city_sale/apartment/patriarshie/6842.html,"Квартира 4-комн., общ.пл.-150, жил.пл.-?, кухня-?, метро или район:Пушкинская, адрес:Москва, Богословский пер, 12А, этаж/этажность -8/8, Новый клубный дом архитектора Павла Андреева. Вентилируемые фасады с применением керамической плитки, натурального камня и композитных материалов. Окна с дерево алюминиевым профилем и тройным стеклопакетом. Цоколь облицован натуральным камнем. Отделка холлов выполнена с использованием высококачественных материалов: мрамора, гранита, венецианской штукатурки, ..."
20514158,6/6,Нет,Третьяковская,,Лаврушинский пер.,17/5,5/7,283,,16,211 469 000,6 011 057,4 438 821,Усадьба (Миэль),18.12.2012 9:05:19,"Тел.: (495) 777-07-70, http://usadba.ru, mailto:nevskaya@usadba.ru",http://usadba.ru/city_sale/apartment/zamoskvoreche/6562.html,"Квартира 6-комн., общ.пл.-283, жил.пл.-?, кухня-16, метро или район:Третьяковская, адрес:Москва, Лаврушинский пер., 17/5/4, этаж/этажность -5/7, балкон:Б, телефон-ЕСТЬ, санузел-2 с/у, Редкое предложение в клубном доме на 8 квартир. Шестикомнатная двухуровневая квартира с потрясающими видами. Гостиная, столовая, кухня, Четыре спальни, две гардеробные, два больших санузла, Цена:211.469 млн. руб."
22070146,5/5,Нет,Третьяковская,5п,Лаврушинский пер.,11,5/7,208,106.1,21,212 205 760,6 032 000,4 454 286,"ООО ""ЛюксДом""",27.05.2013 10:35:17,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL1344&sa=buy,"Квартира 5-комн., общ.пл.-208, жил.пл.-106.1, кухня-21, метро или район:Третьяковская, 5 мин. п, адрес:Москва, Лаврушинский пер., 11/1, этаж/этажность -5/7, ЖК ""Кадаши"". Клубный малоквартирный дом. Окна на 2 стороны: потрясающие виды на Кремль, тихий двор, старую Москву. В квартире 16 окон, минимум несущих конструкций. Квартира без отделки. Легко планируется. Роскошная входная группа. Тихая, уютная пешеходная улица старой Москвы. 1 машино-место в подземном паркинге входит в цену. Торг. Собст ..."
20513667,4/4,Нет,Смоленская,,1-й Смоленский пер,17,6/13,205.5,,,216 428 000,6 152 018,4 542 912,Усадьба (Миэль),18.12.2012 9:05:19,"Тел.: (495) 777-07-70, http://usadba.ru, mailto:nat-nem4aninova@usadba.ru",http://usadba.ru/city_sale/apartment/frunzenskaya-smolenskaya/6398.html,"Квартира 4-комн., общ.пл.-205.5, жил.пл.-?, кухня-?, метро или район:Смоленская, адрес:Москва, 1-й Смоленский пер, 17, этаж/этажность -6/13, санузел-2 с/у, Предлагается к продаже 4-комнатная квартира в стиле Арт Нуво с использованием дорогостоящих материалов. Гостиная-столовая, кухня, 2 спальни, кабинет, 2 с/у Элитный жилой комплекс в престижном районе Арбата. Современное здание наполнено атмосферой роскоши и респектабельности – монументальная архитектура фасада в сочетании с богатством внут ..."
20516687,4/4,Нет,Арбатская,,Большая Никитская,45,5/7,198,,,216 428 000,6 152 018,4 542 912,Усадьба (Миэль),18.12.2012 9:05:19,"Тел.: (495) 777-07-70, http://usadba.ru, mailto:nat-nem4aninova@usadba.ru",http://usadba.ru/city_sale/apartment/arbat/6800.html,"Квартира 4-комн., общ.пл.-198, жил.пл.-?, кухня-?, метро или район:Арбатская, адрес:Москва, Большая Никитская, 45, этаж/этажность -5/7, санузел-3 с/у, Двусторонняя квартира 198 кв.м. свободной планировки. Высота потолков 3,15 м. Окна с тройными деревянными стеклопакетами, приточно-вытяжная вентиляция. 1 м/м в подземном паркинге - 150 000 $. Новый клубный жилой дом класса ""de luxe"" расположен вблизи Храма Большого Вознесения на Большой Никитской улице в окружении посольств, исторических и арх ..."
23991924,4,Нет,Кропоткинская,10п,пер. Хилков,3,4/9,200.00,0.00,,218 116 000,6 200 000,4 578 344,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(926)2074242, http://http://elvert.c21russia.com/, mailto:vitaly.yakushin@c21russia.com",,"Квартира 4-комн., общ.пл.-200.00, жил.пл.-0.00, кухня-?, метро или район:Кропоткинская, 10 мин. п, адрес:Москва, пер. Хилков, 3, этаж/этажность -4/9, «ПАРК ПАЛАС» - проект выполненный в классическом стиле своей гармонией и благородством он возвращает Остоженку в атмосферу старинной Москвы. Единый архитектурный ансамбль,представленый 3 корпусами. Ландшафтный дворик,организованный в стиле элитных лондонских комплексов.Подземный бассейн с выходящим на поверхность стеклянным куполом. Физкультурн ..."
24010365,5,Нет,Смоленская,10п,Кривоарбатский пер,16/22,5/8,298.00,215.00,,218 116 000,6 200 000,4 578 344,CENTURY 21,22.01.2014 6:35:11,"Тел.: +7(916)878-89-91, http://http://elvert.c21russia.com/, mailto:anastasia.ivanova@c21russia.com",,"Квартира 5-комн., общ.пл.-298.00, жил.пл.-215.00, кухня-?, метро или район:Смоленская, 10 мин. п, адрес:Москва, Кривоарбатский пер, 16/22, этаж/этажность -5/8, Квартал, в котором находится элитный жилой комплекс в Кривоарбатском переулке, представляет собой исторический, культурный и деловой центр столицы. Местоположение комплекса обеспечивает быстрый и удобный доступ к основным магистралям города - Садовому и Бульварному кольцу, Новому Арбату, Кутузовскому проспекту, Тверской улице, Комсомо ..."
24006327,6,Нет,Арбатская,10п,Кривоарбатский пер,16/22,5/8,303.00,0.00,,221 634 000,6 300 000,4 652 188,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com",,"Квартира 6-комн., общ.пл.-303.00, жил.пл.-0.00, кухня-?, метро или район:Арбатская, 10 мин. п, адрес:Москва, Кривоарбатский пер, 16/22, этаж/этажность -5/8, Предлагается светлая 5-комнатная квартира в тихих переулках Арбата. Квартира расположена на 5-м этаже 8-этажного элитного малоквартирного дома. Квартира с ремонтом. 3 спальни (по 30 кв.м. каждая), кабинет, просторная гостиная (100 кв.м.), кухня, постирочная. 3 с/у, 2 балкона. Окна квартиры выходят на 2 стороны. Действующий камин. Квартир ..."
24043623,6,Нет,Арбатская,3п,Большой Афанасъевский пер.,32/9,3/8,268.7,166.2,17.2,221 927 391,6 308 339,4 658 347,Н&Ц,31.01.2014 4:35:10,Тел.: +7-926-533-4142,,"Квартира 6-комн., общ.пл.-268.7, жил.пл.-166.2, кухня-17.2, метро или район:Арбатская, 3 мин. пеш., адрес:Москва, Большой Афанасъевский пер., 32/9, этаж/этажность -3/8, Квартира с экскл.рем.,с ис-ем дор.отд. мат-в(ц. породы дерева,мрамор).Двух-уровневая.М/м в п/п, Цена:221.927391 млн. руб."
22513347,6/6,Да,Смоленская,1п,Смоленский 1-й пер,11,7/8,340.00,300.00,25.00,222 800 000,6 503 210,4 802 248,ИНКОМ-Недвижимость,13.07.2013 12:35:49,"Тел.: +7(495)363-08-80, mailto:mkv_ak@incom.ru",,"Квартира 6-комн., общ.пл.-340.00, жил.пл.-300.00, кухня-25.00, метро или район:Смоленская, 1 мин. п, адрес:Москва, Смоленский 1-й пер, 11, этаж/этажность -7/8, новостройка, Лот: вт-0227614, Роскошный 2-уровневый пентхаус в новом монолитно-кирпичном доме, общ. пл. 340 кв.м, терраса 40 кв.м с видом на Храм, 4 с/у, 2 м/м, свободная планировка, без отделки, минута пешком до Старого Арбата и м. Cмоленская., Цена:222.8 млн. руб.|6.50321 млн.$|4.802248 млн. евро"
24043085,4,Нет,Кропоткинская,,1-й Зачатьевский пер. д. 5 ЖК Новая Остоженка,,4/7,235,,,224 000 000,6 367 254,4 701 852,Н&Ц,31.01.2014 4:35:10,Тел.: 8-985-774-0975,,"Квартира 4-комн., общ.пл.-235, жил.пл.-?, кухня-?, метро или район:Кропоткинская, адрес:Москва, 1-й Зачатьевский пер. д. 5 ЖК Новая Остоженка, , этаж/этажность -4/7, Отделка в стиле Ар-деко. Гостиная-столовая, кухня, 2 сп., кабинет, гардеробная, постирочная, Цена:224 млн. руб."
22454160,5/5,Нет,Кропоткинская,5п,Хилков пер.,1,2/8,263.3,134.3,25,225 088 324,6 398 190,4 724 696,"ООО ""ЛюксДом""",08.07.2013 20:35:01,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL556/&sa=buy,"Квартира 5-комн., общ.пл.-263.3, жил.пл.-134.3, кухня-25, метро или район:Кропоткинская, 5 мин. п, адрес:Москва, Хилков пер., 1, этаж/этажность -2/8, ЖК ""Парк Палас"".Предлагается квартира без отделки, 4 санузла, лоджия. Виды во двор и садик школы. Огороженный и благоустроенный двор, видеонаблюдение периметра здания. Подземный паркинг на 600 машино-мест. Инфраструктура комплекса включает физкультурно-оздоровительный комплекс с большим бассейном, SPA-курорт высочайшего уровня, различные виды б ..."
24043161,4,Нет,Кропоткинская,,Пречистенка ул. д. 27,,3/5,250,,,226 100 000,6 426 947,4 745 932,Н&Ц,31.01.2014 4:35:10,Тел.: 8-925-506-7713,,"Квартира 4-комн., общ.пл.-250, жил.пл.-?, кухня-?, метро или район:Кропоткинская, адрес:Москва, Пречистенка ул. д. 27, , этаж/этажность -3/5, на 6 кв-р. 4сп, 3с/у, двойной салон со стол. зоной и камин. залом. Полн. оборуд., устан. сист. охр., Цена:226.1 млн. руб."
24047747,5/5,Нет,Полянка,,Погорельский пер.,6,5/9,447,,18,229 091 000,6 511 967,4 808 714,Усадьба (Миэль),31.01.2014 5:35:30,"Тел.: (495) 777-07-70, http://usadba.ru, mailto:kaskov@usadba.ru",http://usadba.ru/city_sale/apartment/zamoskvoreche/7766.html,"Квартира 5-комн., общ.пл.-447, жил.пл.-?, кухня-18, метро или район:Полянка, адрес:Москва, Погорельский пер., 6, этаж/этажность -5/9, балкон:Б, телефон-ЕСТЬ, санузел-5 с/у, Предлагается эксклюзивный 4-уровневый пентхаус 447 кв.м в ЖК «Дипломат». Авторский дизайн, Арт-Деко. Комнаты 146/22/41/34. Огороженная охраняемая территория, видео-мониторинг периметра, подземный паркинг, служба ресепшн, шлагбаум на въезде. Центральное кондиционирование, приточно-вытяжная вентиляция, фильтры. Благоустройс ..."
23826351,5,Нет,Новокузнецкая,10п,Лаврушинский пер.,11,3/6,261.00,0.00,,229 549 500,6 525 000,4 818 338,CENTURY 21,13.12.2013 6:20:38,"Тел.: +7(915)137-07-71, http://http://elvert.c21russia.com/, mailto:nikita.ivanov@c21russia.com",,"Квартира 5-комн., общ.пл.-261.00, жил.пл.-0.00, кухня-?, метро или район:Новокузнецкая, 10 мин. п, адрес:Москва, Лаврушинский пер., 11, этаж/этажность -3/6, Новый элитный дом класс «А»,расположенный напротив Третьяковской галереи.Панорамный вид на Кремль,тихие переулки застроенные особняками и церквами XVII - XIX веков.Уютное лобби,просторная парадная,витражи и эркеры,создают атмосферу комфорта и элегантности.Во внутренней отделке холла и парадной использованы мрамор,дерево,кованые элементы. ..."
23178268,5/5,Нет,Чистые пруды,,Большой Харитоньевский пер,16/18,6/7,430,,,232 616 000,6 612 166,4 882 705,Усадьба (Миэль),25.09.2013 7:05:03,"Тел.: (495) 777-07-70, http://usadba.ru, mailto:nevskaya@usadba.ru",http://usadba.ru/city_sale/apartment/chistie-prudi-kitay-gorod/7620.html,"Квартира 5-комн., общ.пл.-430, жил.пл.-?, кухня-?, метро или район:Чистые пруды, адрес:Москва, Большой Харитоньевский пер, 16/18, этаж/этажность -6/7, балкон:Б, санузел-4 с/у, Двухуровневая 5-ти комнатная квартира с дизайнерским ремонтом «под ключ». Просторная зона кухни-гостиной-столовой с камином и зимним садом, 3 спальни, кабинет, 2 гардеробные, 4 санузла, сауна, балкон. Современный дом с подземным паркингом и детской площадкой., Цена:232.616 млн. руб."
24006274,6,Нет,Арбатская,10п,переулок Романов,5,5/5,220.00,0.00,,233 439 920,6 635 586,4 900 000,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com",,"Квартира 6-комн., общ.пл.-220.00, жил.пл.-0.00, кухня-?, метро или район:Арбатская, 10 мин. п, адрес:Москва, переулок Романов, 5, этаж/этажность -5/5, Известный дом с богатой историей, построен по проекту архитектора Чернецова в 1915 году. Высокие потолки 3,8 м2, красивый подъезд. Благоустроенная охраняемая территория, наземная парковка. Круглосуточная охрана. Внутренний уютный зеленый двор с фонтаном. Роскошные входные группы. К продаже предлагается квартира 220 кв.м на 5м этаже. Окна выход ..."
24006285,6,Нет,Арбатская,10п,переулок Романов,5,5/6,220.00,0.00,,233 439 920,6 635 586,4 900 000,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com",,"Квартира 6-комн., общ.пл.-220.00, жил.пл.-0.00, кухня-?, метро или район:Арбатская, 10 мин. п, адрес:Москва, переулок Романов, 5, этаж/этажность -5/6, Известный дом с богатой историей, построен по проекту архитектора Чернецова в 1915 году. Высокие потолки 3,8 м2, красивый подъезд. Благоустроенная охраняемая территория, наземная парковка. Круглосуточная охрана. Внутренний уютный зеленый двор с фонтаном. Роскошные входные группы. К продаже предлагается квартира 220 кв.м на 5м этаже. Окна выход ..."
24008106,3,Нет,Кропоткинская,10п,Пречистенская набережная,17,4/6,189.60,0.00,,233 454 480,6 636 000,4 900 305,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(985)776-10-14, http://http://elvert.c21russia.com/, mailto:yury.vasilyev@c21russia.com",,"Квартира 3-комн., общ.пл.-189.60, жил.пл.-0.00, кухня-?, метро или район:Кропоткинская, 10 мин. п, адрес:Москва, Пречистенская набережная, 17, этаж/этажность -4/6, К продаже предлагается квартира 81м2 с отделкой, расположенная на 4 этаже 5 секции многофункционального комплекса класса De Luxe Баркли Плаза (Barkli Plaza). Вид из окон в сторону Пречистенской набережной и в сторону Курсового переулка., Цена:6.636 млн.$"
24043575,6,Нет,Кропоткинская,,Хилков пер. д. 1,,?/?,367,,,236 164 500,6 713 032,4 957 190,Н&Ц,31.01.2014 4:35:10,Тел.: 8-985-991-2291,,"Квартира 6-комн., общ.пл.-367, жил.пл.-?, кухня-?, метро или район:Кропоткинская, адрес:Москва, Хилков пер. д. 1, , этаж/этажность -?/?, ""Остоженка Парк Палас"" без отделки; 3/7-эт. , элит. комплекс de luxе с собств. инфр-рой., Цена:236.1645 млн. руб."
23798365,6,Нет,Арбатская,10п,Староконюшенный ПЕР.,35,3/6,240,42,32,236 200 000,6 714 042,4 957 935,Eurodoma,05.12.2013 5:35:10,"Тел.: (495)777-3017,(963)697-3134, http://www.arendamsk.ru, mailto:7773017@mail.ru",,"Квартира 6-комн., общ.пл.-240, жил.пл.-42, кухня-32, метро или район:Арбатская, 10 мин. п, адрес:Москва, Староконюшенный ПЕР., 35, этаж/этажность -3/6, метро Арбатская. 10 мин.пешком. Ул. Староконюшенный переулок д.35 А.Исторический центр Москвы. 3-ий этаж 6-ти этажного Элитного, Клубного дома. (В доме всего-12 квартир). Две квартиры на этаже. 6-ти.(шести комнатная квартира) 3+3. Общая площадь 240 кв.метров. Высокие потолки.(3,2метра). Доброкачественный ремонт. Три полных С/У.(Ванна.Джакузи. ..."
24042736,4,Нет,Смоленская,,М. Новопесковский пер. д. 8,,9/14,206,Дорогая отделка в класс. стиле,,236 250 000,6 715 463,4 958 984,Н&Ц,31.01.2014 4:35:10,Тел.: 8-985-991-6067,,"Квартира 4-комн., общ.пл.-206, жил.пл.-Дорогая отделка в класс. стиле, кухня-?, метро или район:Смоленская, адрес:Москва, М. Новопесковский пер. д. 8, , этаж/этажность -9/14, гостиная, 2 спальни, кухня-столовая. Без мебели. Отл. виды из окон. Многоур. с-ма безопасности., Цена:236.25 млн. руб."
24043272,3,Нет,Смоленская,,"М. Новопесковский пер. д.8 ""Дом на Смоленской наб""",,8/14,207,,,236 250 000,6 715 463,4 958 984,Н&Ц,31.01.2014 4:35:10,Тел.: 8-925-506-7713,,"Квартира 3-комн., общ.пл.-207, жил.пл.-?, кухня-?, метро или район:Смоленская, адрес:Москва, М. Новопесковский пер. д.8 ""Дом на Смоленской наб"", , этаж/этажность -8/14, Отделка de luxe, эксклюз. мебель. Большая зона гост -кухня-столов -кабинет с видом на воду, Цена:236.25 млн. руб."
23283746,5/5,Нет,Цветной бульвар,5п,Петровский б-р,21,6/6,255.3,130.2,25,239 224 000,6 800 000,5 021 410,"ООО ""ЛюксДом""",04.10.2013 5:20:41,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL1341&sa=buy,"Квартира 5-комн., общ.пл.-255.3, жил.пл.-130.2, кухня-25, метро или район:Цветной бульвар, 5 мин. п, адрес:Москва, Петровский б-р, 21, этаж/этажность -6/6, Уникальный видовой пентхаус с террасой 140 кв.м. и панорамными окнами. Без отделки, свободная планировка. Виды на три стороны света. Единственная квартира на этаже. В лучшей секции комплекса, наиболее удаленной от бульвара. Возможность обустройства дополнительной террасы на втором уровне квартиры. Дом расположен в историческом центре Моск ..."
24042918,5,Нет,Арбатская,,"Борисоглебский пер. д. 13 ""Посольский дом""",,3/5,222,дор. отд. в англ. стиле.,,240 000 000,6 822 057,5 037 698,Н&Ц,31.01.2014 4:35:10,Тел.: 8-926-185-6538,,"Квартира 5-комн., общ.пл.-222, жил.пл.-дор. отд. в англ. стиле., кухня-?, метро или район:Арбатская, адрес:Москва, Борисоглебский пер. д. 13 ""Посольский дом"", , этаж/этажность -3/5, на 10 квартир. 4 спал, стол. -гостиная, 4с/у, кухня. 2 м/м в подз. парк. Полная инфр-ра,, Цена:240 млн. руб."
23610861,4/4,Нет,Кропоткинская,,1-й Зачатьевский пер,21,3/4,178,,,240 370 000,6 832 575,5 045 465,Усадьба (Миэль),02.11.2013 5:20:37,"Тел.: (495) 777-07-70, http://usadba.ru, mailto:nat-nem4aninova@usadba.ru",http://usadba.ru/city_sale/apartment/ostojenka/7633.html,"Квартира 4-комн., общ.пл.-178, жил.пл.-?, кухня-?, метро или район:Кропоткинская, адрес:Москва, 1-й Зачатьевский пер, 21, этаж/этажность -3/4, телефон-ЕСТЬ, санузел-2 с/у, Квартира 178 кв.м с высококачественной отделкой с панорамными видами на Зачатьевский монастырь. Гостиная-столовая-кухня -58 кв.м. Кухня оснащена всей бытовой техникой. 2 спальни, кабинет, три санузла (один гостевой), 2 гардеробные комнаты, встроенные шкафы. Высокие потолки. Индивидуальное кондиционирование в каждой комнате ..."
24043432,5,Нет,Кропоткинская,,"Молочный пер. д. 2 ЖК ""Новая Остоженка""",,3/6,280,,,243 200 000,6 913 018,5 104 868,Н&Ц,31.01.2014 4:35:10,Тел.: 8-925-506-7713,,"Квартира 5-комн., общ.пл.-280, жил.пл.-?, кухня-?, метро или район:Кропоткинская, адрес:Москва, Молочный пер. д. 2 ЖК ""Новая Остоженка"", , этаж/этажность -3/6, Без отделки. Подз. паркинг, проф. охрана, инфра-ра: фитнес, бассейн, сауна, солярий., Цена:243.2 млн. руб."
22645723,5/5,Нет,Смоленская,5п,Кривоарбатский пер.,16/22,5/8,300,153,25,246 260 000,7 000 000,5 169 098,"ООО ""ЛюксДом""",24.07.2013 21:05:02,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL1364&sa=buy,"Квартира 5-комн., общ.пл.-300, жил.пл.-153, кухня-25, метро или район:Смоленская, 5 мин. п, адрес:Москва, Кривоарбатский пер., 16/22, этаж/этажность -5/8, В квартире выполнен качественный ремонт. Потрясающая планировка с большими окнами, эркерами и зимними садами, выходящие на 3 стороны, открывающие прекрасные виды на переулки Арбата. Большая кухня-столовая, гостиная с эркерами по периметру, 4 изолированные комнаты, гардероб, 3 санузла с итальянской сантехникой, джакузи и душевой кабиной, 2  ..."
23830071,4,Нет,Кропоткинская,10п,пер. Хилков,6,5/6,156.00,0.00,,246 488 670,7 006 500,5 173 898,CENTURY 21,13.12.2013 6:20:38,"Тел.: +7(926)207-42-42, http://http://elvert.c21russia.com/, mailto:vitaly.yakushin@c21russia.com",,"Квартира 4-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Кропоткинская, 10 мин. п, адрес:Москва, пер. Хилков, 6, этаж/этажность -5/6, Новый дом класса люкс на 18 квартир,расположен в тихом переулке «Золотой Мили», окружен сквером.Фасад в современном стиле, использован натуральный камень и дерево.Входная группа представительского класса,эксклюзивная отделка площадей общего пользования.Многоуровневая система безопасности,включающая видеомониторинг периметра здания и внутреннего ..."
23830072,4,Нет,Кропоткинская,10п,пер. Хилков,6,5/6,168.00,0.00,,246 900 276,7 018 200,5 182 538,CENTURY 21,13.12.2013 6:20:38,"Тел.: +7(926)207-42-42, http://http://elvert.c21russia.com/, mailto:vitaly.yakushin@c21russia.com",,"Квартира 4-комн., общ.пл.-168.00, жил.пл.-0.00, кухня-?, метро или район:Кропоткинская, 10 мин. п, адрес:Москва, пер. Хилков, 6, этаж/этажность -5/6, Новый клубный дом класса люкс 18 квартир,расположен в тихом переулке «Золотой Мили»,окружен сквером.Фасад в современном стиле, использован натуральный камень и дерево.Входная группа представительского класса,эксклюзивная отделка площадей общего пользования.Многоуровневая система безопасности,включающая видеомониторинг периметра здания и внутрен ..."
24042634,4,Нет,Арбатская,,Скатертный пер. д. 18,,5/7,260,,,250 000 000,7 106 310,5 247 602,Н&Ц,31.01.2014 4:35:10,"Тел.: 8-985-991-1020, 8-985-991-2291",,"Квартира 4-комн., общ.пл.-260, жил.пл.-?, кухня-?, метро или район:Арбатская, адрес:Москва, Скатертный пер. д. 18, , этаж/этажность -5/7, Видовая кв-ра. Отделка в классическом стиле. 3 спал. Огорож. территория, п/паркинг, проф. охрана, Цена:250 млн. руб."
