"LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","BAD"
5000,46696,85202,"HomeImp","Other",2,1,2,148.34064549,0,14,46.489874001,1
14900,55480,76464,"HomeImp","Other",15,0,1,122.08949983,5,20,43.06260476,1
7400,73985,114849,"DebtCon","Office",0,0,0,238.58630343,1,38,18.421369855,0
8200,67489,80145,"HomeImp","Other",2,0,0,104.39650664,0,7,36.912310875,0
5000,90059,113714,"HomeImp","ProfExe",7,0,0,193.63644686,0,28,25.897316482,0
27400,99900,143437,"DebtCon","Mgr",21,0,0,211.10827714,0,12,39.110297625,0
8400,43589,49950,"DebtCon","Office",9,0,0,202.70454037,0,23,33.592318942,0
10500,69656,88198,"DebtCon","Office",15,0,0,97.319406172,0,8,27.322396546,0
21100,91479,127110,"DebtCon","Office",25,0,0,279.46823675,3,16,33.078522222,0
20200,41479,70102,"DebtCon","Office",5,0,0,172.91171488,2,26,33.834671174,0
21700,47024,71628,"DebtCon","ProfExe",10,0,0,177.60206564,1,41,37.125361745,0
23200,129355,171709,"DebtCon","ProfExe",0,0,0,328.51412138,0,30,40.048440044,1
24500,33537,57048,"DebtCon","Other",14,0,0,99.376132515,1,24,28.495004812,0
12100,58556,76724,"HomeImp","Other",3,0,1,234.65854468,1,16,37.639252934,0
11100,82849,113913,"HomeImp","ProfExe",10,0,1,167.36102992,0,27,35.763333479,0
16600,74681,95471,"DebtCon","Other",6,0,0,187.65351043,4,19,40.453753155,0
12500,37562,NA,"HomeImp","Other",22,0,1,129.48684395,0,23,39.083002442,0
24500,21470,52228,"DebtCon","Other",25,0,0,124.55994931,0,11,23.888121681,0
20500,86236,138729,"DebtCon","Other",11,0,0,97.862172571,3,14,38.699441104,0
16700,29404,45209,"DebtCon","ProfExe",20,0,1,195.55232961,2,16,31.058084364,0
23800,46884,68142,"DebtCon","Other",8,0,0,59.405775058,1,18,35.696636225,0
19800,51454,68073,"HomeImp","Office",1,0,0,130.97479082,0,17,32.304944123,0
16800,16204,27781,"HomeImp","Other",1,10,0,190.57709682,0,9,27.146885648,1
20600,52946,83558,"DebtCon","Other",0,0,0,65.882879392,0,10,65.143593455,1
18700,66003,82410,"DebtCon","Mgr",0,1,0,85.77380757,1,23,51.517385302,1
11000,14046,34777,"DebtCon","Other",5,0,0,256.63415201,0,11,22.447943315,0
23100,235937,266793,"HomeImp","Self",5,1,0,242.61486138,2,51,36.88704865,0
21300,72450,88622,"DebtCon","Other",3,0,0,117.21012608,1,29,32.66110554,0
16300,79087,102921,"DebtCon","Sales",23,0,0,256.25308431,0,45,36.987085694,1
10600,72022,82238,"DebtCon","Office",5,1,2,181.76894044,3,30,39.594148271,0
14000,59736,97411,"DebtCon","ProfExe",7,0,0,200.15536564,1,19,20.116982025,0
15100,81461,93548,"DebtCon","Other",2,0,0,160.1036,0,22,41.007363531,0
21700,59947,94103,"DebtCon","Office",0,0,0,154.55254739,1,21,34.771708596,0
17400,102228,115898,"DebtCon","ProfExe",0,0,0,144.19816755,0,30,35.114150348,0
11500,104610,118861,"DebtCon","Other",18,0,1,203.70020243,1,16,37.596951452,0
5500,71644,NA,"HomeImp","Sales",4,2,0,150.86584513,0,22,40.442567785,0
10800,49953,75322,"DebtCon","Other",0,0,0,58.892731331,8,21,23.875946186,0
21600,36777,68300,"DebtCon","Office",11,0,2,121.49424873,0,22,41.138299388,0
9900,83821,124527,"HomeImp","Office",30,0,0,319.65197133,1,37,35.769425427,0
12500,77937,89710,"DebtCon","Mgr",19,0,0,223.5874152,10,24,35.951998648,0
17500,85183,108948,"HomeImp","ProfExe",4,0,0,125.10948564,1,25,37.103025992,0
27200,24070,58216,"DebtCon","Other",35,0,0,273.34175724,0,24,37.639947331,0
38100,204071,270794,"DebtCon","ProfExe",3,0,0,230.39857646,0,32,31.369739388,0
35000,239058,40848,"DebtCon","Mgr",4,0,1,212.01540583,3,49,40.131815447,0
12700,58293,NA,"DebtCon","Office",13,0,0,105.05041496,0,23,36.700445544,0
14200,83231,99400,"HomeImp","ProfExe",6,0,0,130.16751478,1,26,27.172964706,0
17800,44326,79651,"DebtCon","ProfExe",4,0,0,246.7969491,3,32,32.509012068,0
29200,116202,160084,"DebtCon","ProfExe",6,0,0,124.12146165,3,26,32.644529835,0
22400,65502,104373,"HomeImp","Office",14,0,0,141.81282338,0,13,36.221943144,0
16000,77067,94613,"DebtCon","Other",5,0,0,207.4133904,3,18,41.058989067,0
7800,55394,63567,"DebtCon","Other",23,0,0,262.01435765,2,29,38.983938486,0
14800,60573,93187,"DebtCon","Other",0,0,0,30.009474259,2,3,39.080207117,0
